file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\PROJECTS\huston\huston\src\chainOfResponsibility\Primitive.java,chainOfResponsibility.Primitive,volunteer/0,FALSE,6,0,0,0,0,2,3,4,0,0,0,3,0,0,0,1,0,1,0,3,0,2,1,0,0,0,1,1,0,FALSE
C:\PROJECTS\huston\huston\src\chainOfResponsibility\Primitive.java,chainOfResponsibility.Primitive,"Primitive/2[int,chainOfResponsibility.Component]",TRUE,5,1,1,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\chainOfResponsibility\Primitive.java,chainOfResponsibility.Primitive,Primitive/1[int],TRUE,4,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\command\Fan.java,command.Fan,startRotate/0,FALSE,4,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,FALSE
C:\PROJECTS\huston\huston\src\command\Fan.java,command.Fan,stopRotate/0,FALSE,7,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\PrototypeDemo.java,prototype.PrototypeDemo,initializePrototypes/0,FALSE,4,4,5,1,4,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\PrototypeDemo.java,prototype.PrototypeDemo,main/1[java.lang.String[]],FALSE,9,3,3,0,3,4,3,10,0,4,1,3,1,1,2,1,0,1,0,4,5,0,2,0,0,0,9,9,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\That.java,prototype.That,execute/0,FALSE,6,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\That.java,prototype.That,clone/0,FALSE,4,1,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\That.java,prototype.That,getName/0,FALSE,5,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\factory\ConcreteCreatorB.java,factory.ConcreteCreatorB,factoryMethod/0,FALSE,4,2,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,FALSE
C:\PROJECTS\huston\huston\src\visitor\Visitor.java,visitor.Visitor,visit/1[visitor.Composite],FALSE,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,FALSE
C:\PROJECTS\huston\huston\src\visitor\Visitor.java,visitor.Visitor,visit/1[visitor.Leaf],FALSE,4,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,FALSE
C:\PROJECTS\huston\huston\src\factory\ConcreteCreatorA.java,factory.ConcreteCreatorA,factoryMethod/0,FALSE,4,2,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,FALSE
C:\PROJECTS\huston\huston\src\decorator\Decorator.java,decorator.Decorator,Decorator/1[decorator.Widget],TRUE,6,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,FALSE
C:\PROJECTS\huston\huston\src\decorator\Decorator.java,decorator.Decorator,draw/0,FALSE,7,1,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\Prototype.java,prototype.Prototype,clone/0,FALSE,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\Prototype.java,prototype.Prototype,getName/0,FALSE,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
C:\PROJECTS\huston\huston\src\composite\CompositeLevels.java,composite.CompositeLevels,main/1[java.lang.String[]],FALSE,4,2,2,0,2,1,2,4,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,FALSE
C:\PROJECTS\huston\huston\src\composite\CompositeLevels.java,composite.CompositeLevels,initialize/0,FALSE,9,3,4,1,3,3,1,18,1,5,0,1,0,0,2,0,0,0,0,24,8,12,2,0,0,0,8,10,0,FALSE
C:\PROJECTS\huston\huston\src\decorator\ScrollDecorator.java,decorator.ScrollDecorator,ScrollDecorator/1[decorator.Widget],TRUE,4,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,FALSE
C:\PROJECTS\huston\huston\src\decorator\ScrollDecorator.java,decorator.ScrollDecorator,draw/0,FALSE,7,0,0,0,0,1,2,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\StrategyDemo.java,strategy.StrategyDemo,clientCode/1[strategy.Strategy],FALSE,3,1,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\StrategyDemo.java,strategy.StrategyDemo,main/1[java.lang.String[]],FALSE,6,3,3,0,3,2,1,7,0,3,1,1,0,0,1,0,0,0,0,1,4,0,1,0,0,0,9,9,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\BridgeDemo.java,bridge.BridgeDemo,main/1[java.lang.String[]],FALSE,9,2,5,0,5,5,8,12,0,6,1,8,0,0,4,0,0,2,4,7,5,4,2,0,0,0,10,9,0,FALSE
C:\PROJECTS\huston\huston\src\proxy\RealImage.java,proxy.RealImage,displayImage/0,FALSE,16,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,FALSE
C:\PROJECTS\huston\huston\src\proxy\RealImage.java,proxy.RealImage,RealImage/1[java.lang.String],TRUE,5,1,2,1,1,1,1,4,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,FALSE
C:\PROJECTS\huston\huston\src\proxy\RealImage.java,proxy.RealImage,loadImageFromDisk/0,FALSE,10,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,2,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\Command.java,prototype.Command,execute/0,FALSE,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\Impl1.java,strategy.Impl1,isSolution/0,FALSE,10,0,0,0,0,3,1,4,1,0,0,1,0,0,0,2,0,2,2,2,0,1,0,0,0,0,3,4,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\Impl1.java,strategy.Impl1,stop/0,FALSE,6,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\Impl1.java,strategy.Impl1,nextTry/0,FALSE,7,0,0,0,0,1,1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,4,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\Impl1.java,strategy.Impl1,start/0,FALSE,5,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\Impl2.java,strategy.Impl2,search/0,FALSE,7,0,0,0,0,2,1,4,1,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,4,4,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\Impl2.java,strategy.Impl2,postProcess/0,FALSE,6,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\Impl2.java,strategy.Impl2,preProcess/0,FALSE,5,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\This.java,prototype.This,clone/0,FALSE,5,1,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\This.java,prototype.This,execute/0,FALSE,7,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,FALSE
C:\PROJECTS\huston\huston\src\prototype\This.java,prototype.This,getName/0,FALSE,6,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\decorator\Widget.java,decorator.Widget,draw/0,FALSE,3,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
C:\PROJECTS\huston\huston\src\composite\Entity.java,composite.Entity,traverse/0,FALSE,5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1025,0,FALSE
C:\PROJECTS\huston\huston\src\template\Specialization.java,template.Specialization,stepThr/0,FALSE,6,1,3,0,3,1,3,5,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,FALSE
C:\PROJECTS\huston\huston\src\template\Specialization.java,template.Specialization,step3_1/0,FALSE,12,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,FALSE
C:\PROJECTS\huston\huston\src\template\Specialization.java,template.Specialization,step3_2/0,FALSE,14,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1028,0,FALSE
C:\PROJECTS\huston\huston\src\template\Specialization.java,template.Specialization,step3_3/0,FALSE,15,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,FALSE
C:\PROJECTS\huston\huston\src\factory\Client.java,factory.Client,main/1[java.lang.String[]],FALSE,3,3,3,0,3,1,1,6,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,9,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\StackImp.java,bridge.StackImp,pop/0,FALSE,5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\StackImp.java,bridge.StackImp,peek/0,FALSE,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\StackImp.java,bridge.StackImp,push/1[java.lang.Object],FALSE,4,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\StackImp.java,bridge.StackImp,empty/0,FALSE,5,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
C:\PROJECTS\huston\huston\src\decorator\BorderDecorator.java,decorator.BorderDecorator,draw/0,FALSE,7,0,0,0,0,1,2,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,FALSE
C:\PROJECTS\huston\huston\src\decorator\BorderDecorator.java,decorator.BorderDecorator,BorderDecorator/1[decorator.Widget],TRUE,4,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,FALSE
C:\PROJECTS\huston\huston\src\template\TemplateMethodDemo.java,template.TemplateMethodDemo,main/1[java.lang.String[]],FALSE,3,2,2,0,2,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\Strategy.java,strategy.Strategy,solve/0,FALSE,3,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE
C:\PROJECTS\huston\huston\src\observer\SensorSystem.java,observer.SensorSystem,unregister/1[observer.AlarmListener],FALSE,7,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,FALSE
C:\PROJECTS\huston\huston\src\observer\SensorSystem.java,observer.SensorSystem,register/1[observer.AlarmListener],FALSE,6,1,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,FALSE
C:\PROJECTS\huston\huston\src\observer\SensorSystem.java,observer.SensorSystem,soundTheAlarm/0,FALSE,8,1,2,1,1,2,4,3,0,1,0,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5,1,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\Stack.java,bridge.Stack,Stack/1[java.lang.String],TRUE,5,2,2,0,2,2,1,4,0,0,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,5,1,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\Stack.java,bridge.Stack,isEmpty/0,FALSE,11,1,2,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\Stack.java,bridge.Stack,pop/0,FALSE,10,1,2,1,1,1,2,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\Stack.java,bridge.Stack,push/1[int],FALSE,9,1,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\Stack.java,bridge.Stack,Stack/0,TRUE,8,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,FALSE
C:\PROJECTS\huston\huston\src\visitor\Leaf.java,visitor.Leaf,Leaf/1[int],TRUE,5,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,FALSE
C:\PROJECTS\huston\huston\src\visitor\Leaf.java,visitor.Leaf,accept/1[visitor.Visitor],FALSE,7,1,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,FALSE
C:\PROJECTS\huston\huston\src\visitor\Leaf.java,visitor.Leaf,traverse/0,FALSE,6,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\visitor\Leaf.java,visitor.Leaf,getNumber/0,FALSE,8,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\StackMine.java,bridge.StackMine,push/1[java.lang.Object],FALSE,6,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\StackMine.java,bridge.StackMine,peek/0,FALSE,7,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\StackMine.java,bridge.StackMine,pop/0,FALSE,8,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\bridge\StackMine.java,bridge.StackMine,empty/0,FALSE,9,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\TemplateMethod2.java,strategy.TemplateMethod2,solve/0,FALSE,4,1,3,0,3,3,3,7,0,0,0,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,6,1,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\TemplateMethod2.java,strategy.TemplateMethod2,search/0,FALSE,12,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1028,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\TemplateMethod2.java,strategy.TemplateMethod2,preProcess/0,FALSE,11,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1028,0,FALSE
C:\PROJECTS\huston\huston\src\strategy\TemplateMethod2.java,strategy.TemplateMethod2,postProcess/0,FALSE,13,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1028,0,FALSE
