file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,isAsciiPrintable/1[java.lang.CharSequence],FALSE,3533,1,1,0,1,4,3,12,3,2,1,3,0,0,1,1,0,0,0,1,2,0,2,0,0,0,38,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"indexOfAnyBut/2[java.lang.CharSequence,char[]]",FALSE,2879,3,3,1,2,10,5,24,3,7,2,5,1,1,2,2,0,0,0,6,7,4,4,0,0,0,58,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"substringBefore/2[java.lang.String,int]",FALSE,8643,1,1,0,1,3,3,10,3,1,2,3,1,1,0,1,0,0,0,1,1,0,1,0,0,0,45,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"defaultIfBlank/2[T,T]",FALSE,1511,2,1,0,1,2,1,3,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"rotate/2[java.lang.String,int]",FALSE,7231,1,2,0,2,5,5,14,3,3,2,5,2,1,0,4,0,1,0,4,3,2,1,0,0,0,40,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"substringAfterLast/2[java.lang.String,java.lang.String]",FALSE,8604,1,1,0,1,5,4,13,4,1,2,4,1,1,0,2,0,0,0,0,1,2,1,0,0,0,48,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"abbreviate/3[java.lang.String,int,int]",FALSE,260,1,1,0,1,1,1,3,1,0,3,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,65,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,isNumericSpace/1[java.lang.CharSequence],FALSE,3806,0,0,0,0,5,3,13,3,3,1,3,0,0,1,2,0,0,0,1,3,0,2,0,0,0,41,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"replaceAll/3[java.lang.String,java.lang.String,java.lang.String]",FALSE,6439,1,1,0,1,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"containsAny/2[java.lang.CharSequence,java.lang.CharSequence]",FALSE,1111,2,2,0,2,2,2,6,2,0,2,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,34,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"containsIgnoreCase/2[java.lang.CharSequence,java.lang.CharSequence]",FALSE,1227,1,1,0,1,5,2,13,3,3,2,2,0,0,1,2,0,0,0,2,3,1,2,0,0,0,39,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"join/4[byte[],char,int,int]",FALSE,3987,1,1,1,0,4,4,13,3,2,4,4,0,0,1,1,0,0,0,3,2,2,1,0,0,0,63,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"startsWith/3[java.lang.CharSequence,java.lang.CharSequence,boolean]",FALSE,7987,1,4,3,1,4,2,10,3,1,3,2,0,0,0,3,0,0,0,2,1,0,1,0,0,0,29,10,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"join/2[int[],char]",FALSE,4251,2,1,0,1,2,1,6,2,0,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,39,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"removeIgnoreCase/2[java.lang.String,java.lang.String]",FALSE,6018,1,1,0,1,1,1,3,1,0,2,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,34,9,0,TRUE
C:\Users\draj0.CHANDRIKAV\Downloads\commons-lang-master\commons-lang-master\src\main\java\org\apache\commons\lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,"indexOfAnyBut/2[java.lang.CharSequence,java.lang.CharSequence]",FALSE,2928,2,2,0,2,9,5,20,4,5,2,5,1,1,1,0,0,0,0,7,5,2,3,0,0,0,57,9,0,TRUE
